iteration,solver_iteration,stage,tnc_objective,standard_objective,objective_difference,bus_state_l2_distance,branch_flow_l2_distance,combined_l2_distance,max_constraint_residual,l2_constraint_residual,active_load_supplied_percent
117,117,rho=1e+02,0.25048417618377133,0.5317106559725219,-0.28122647978875054,0.005884004026266677,0.12108117450880626,0.12122405835399637,0.01782494270877749,0.0529801126208303,82.33883437453854
118,118,rho=1e+02,0.25048787087441493,0.5317106559725219,-0.28122278509810694,0.005628479569478688,0.12112293105563442,0.12125363586207222,0.017840507277143564,0.05297535251480079,82.42747028341677
119,119,rho=1e+02,0.2500871298106722,0.5317106559725219,-0.28162352616184966,0.005225401721825809,0.1211661182191986,0.12127874103676733,0.01786240797075718,0.053042952611546006,82.37598416429216
120,120,rho=1e+02,0.2502870465978719,0.5317106559725219,-0.28142360937465,0.005051965259114612,0.12123838199197366,0.12134359324254011,0.01780316003084799,0.05300069501968506,82.3873599151602
121,121,rho=1e+02,0.25032648965848636,0.5317106559725219,-0.2813841663140355,0.005037907812390163,0.1212168367162411,0.12132148209867037,0.01779690283284563,0.052992680554675105,82.37380691651018
122,122,rho=1e+02,0.2503845122017124,0.5317106559725219,-0.2813261437708095,0.005094284286264605,0.12116302961769189,0.12127007659982311,0.017816848679894498,0.052980679274877956,82.36051708769394
123,123,rho=1e+02,0.2503746166505226,0.5317106559725219,-0.2813360393219993,0.005070949244399151,0.12115714159348132,0.12126321571417342,0.01781412246772246,0.05298246096416573,82.35076497024356
124,124,rho=1e+02,0.25036555089510676,0.5317106559725219,-0.2813451050774151,0.005065756667314509,0.12114375142459506,0.12124962020491659,0.01781222488385345,0.05298415641201571,82.34243215251702
125,125,rho=1e+02,0.25036455362307314,0.5317106559725219,-0.28134610234944873,0.005074244698446052,0.12112158543199245,0.12122782855771672,0.017825654835169957,0.052984294567566786,82.3278343890326
126,126,rho=1e+02,0.25037918867162673,0.5317106559725219,-0.28133146730089514,0.005071168936733686,0.121119948222897,0.12122606407824245,0.017828940812696092,0.05298150327301195,82.33812082973186
127,127,rho=1e+02,0.25038999700391396,0.5317106559725219,-0.2813206589686079,0.005075659960583122,0.1211147911799119,0.12122109951072517,0.017816544848903076,0.05297944791537247,82.34781993446722
128,128,rho=1e+02,0.2503927623241696,0.5317106559725219,-0.28131789364835225,0.005076985566222873,0.12111300755727951,0.12121937296492372,0.01782239082286559,0.05297892214962349,82.34752064952275
129,129,rho=1e+02,0.25039272000387963,0.5317106559725219,-0.28131793596864224,0.005076893259484979,0.12111299744991333,0.12121935900041263,0.0178220548946844,0.05297893012649318,82.34744609178887
130,130,rho=1e+02,0.25039242240333587,0.5317106559725219,-0.281318233569186,0.005077170820032076,0.121112716766638,0.12121909018851637,0.017820496781195183,0.05297898396087563,82.34368211850862
131,131,rho=1e+02,0.25039512911786216,0.5317106559725219,-0.2813155268546597,0.005078132084512598,0.12111098359980489,0.12121739880883421,0.01781981704904409,0.052978470488278896,82.34086934971779
132,132,rho=1e+02,0.2503991154285937,0.5317106559725219,-0.28131154054392815,0.005077484234022963,0.12110914003380412,0.1212155297223682,0.017818768042235394,0.05297771651895919,82.3420157965507
133,133,rho=1e+02,0.25040515636921296,0.5317106559725219,-0.2813054996033089,0.005077465821111093,0.12110832874801349,0.1212147183773549,0.017822612796077164,0.05297657522655788,82.34006208275343
134,134,rho=1e+02,0.25041572362484016,0.5317106559725219,-0.2812949323476817,0.005077527892574734,0.12110019905414977,0.12120659841961812,0.017819852264546687,0.05297457804353819,82.33946765444645
135,135,rho=1e+02,0.2504381756203549,0.5317106559725219,-0.28127248035216695,0.005076231964387863,0.1210853031179905,0.12119166127309218,0.017813968307488992,0.05297033821653436,82.33950827769216
136,136,rho=1e+02,0.2504473856699802,0.5317106559725219,-0.28126327030254167,0.005075843383143155,0.12107921320126708,0.12118556042486285,0.017812863555661307,0.052968598775344225,82.33999549769413
137,137,rho=1e+02,0.25047348321930174,0.5317106559725219,-0.28123717275322013,0.005075172015961997,0.12106942440091786,0.12117575209488558,0.01780873945064615,0.052963669933930035,82.34466045045303
138,138,rho=1e+02,0.2504767108851539,0.5317106559725219,-0.281233945087368,0.005075608149743442,0.12107210462482354,0.12117844823389166,0.017811939297801616,0.052963058940476995,82.34489576751588
139,139,rho=1e+02,0.2504953219078332,0.5317106559725219,-0.2812153340646887,0.005075233820326672,0.12106284678560512,0.12116918284021681,0.017809661188319892,0.05295954435407729,82.34686090949462
140,140,rho=1e+02,0.25049745216284897,0.5317106559725219,-0.2812132038096729,0.005075141761258142,0.12106109954046983,0.12116743327249452,0.017808305177194728,0.05295914189952755,82.34752640956832
141,141,rho=1e+02,0.25049773119488383,0.5317106559725219,-0.28121292477763804,0.005075163053770099,0.1210585841463367,0.12116492097772374,0.01780785902631439,0.05295908790849145,82.34672199254273
142,142,rho=1e+02,0.2504990798393736,0.5317106559725219,-0.2812115761331483,0.005075165653280285,0.12105836007562339,0.12116469721254423,0.017807752840083457,0.05295883311577819,82.34692030205109
143,143,rho=1e+02,0.25051013117873466,0.5317106559725219,-0.2812005247937872,0.005075191705081846,0.12105701507242414,0.12116335448099999,0.017806804573825857,0.05295674516700002,82.34889363509228
144,144,rho=1e+02,0.2505199139098766,0.5317106559725219,-0.28119074206264527,0.005075314117841704,0.12105320212463509,0.12115955000751084,0.017805804317309035,0.05295489680357638,82.34918194961772
145,145,rho=1e+02,0.2505357182799252,0.5317106559725219,-0.28117493769259666,0.005075812092852173,0.12104565724367315,0.12115203261173438,0.01780566472106443,0.052951909477658994,82.34994171293413
146,146,rho=1e+02,0.250531759372324,0.5317106559725219,-0.28117889660019785,0.005075898549929545,0.12104596527468427,0.12115234399453131,0.017805575983795507,0.05295265578223987,82.3497749162486
147,147,rho=1e+02,0.2505428191234209,0.5317106559725219,-0.28116783684910096,0.00507635272214633,0.12103913545369031,0.12114553920114612,0.017804771434578703,0.05295056604276901,82.35040601738768
148,148,rho=1e+02,0.2505536207048634,0.5317106559725219,-0.28115703526765845,0.005076797240523204,0.12103280738878514,0.12113923532296275,0.017804421623586725,0.05294852520361725,82.35061965964562
149,149,rho=1e+02,0.2505540511083158,0.5317106559725219,-0.28115660486420607,0.005076819415429439,0.12103252563581707,0.12113895474685919,0.017804446328210044,0.05294844390792423,82.35061225396329
150,150,rho=1e+02,0.25055397264440216,0.5317106559725219,-0.2811566833281197,0.0050768153700407395,0.12103256453033237,0.12113899343766461,0.01780444182206664,0.052948458676219244,82.35061360408842
151,151,rho=1e+02,0.2505523115617225,0.5317106559725219,-0.2811583444107994,0.005076716323122082,0.12103411412758919,0.12114053752264657,0.017804300455732613,0.052948772099635305,82.35057632776315
152,152,rho=1e+02,0.25055314693139347,0.5317106559725219,-0.2811575090411284,0.0050767571578267685,0.12103364160406453,0.12114006712554143,0.01780444922322094,0.05294861427934436,82.35055209496322
153,153,rho=1e+02,0.2505534549388434,0.5317106559725219,-0.28115720103367847,0.005076771592238442,0.12103325437018095,0.121139680836779,0.017805338343499122,0.05294855603205513,82.35024861010872
154,154,rho=1e+02,0.2505529477133816,0.5317106559725219,-0.28115770825914027,0.0050767818403408905,0.12103298646757525,0.12113941359902099,0.01780464162413664,0.052948651591001906,82.35034042747577
155,155,rho=1e+02,0.2505506999489553,0.5317106559725219,-0.2811599560235666,0.005076732552824653,0.12103505649686716,0.12114147974419304,0.01780382583362769,0.05294907565930442,82.3513253173343
156,156,rho=1e+02,0.2505491156756083,0.5317106559725219,-0.2811615402969136,0.005076750604953803,0.12103558740524545,0.12114201094268541,0.01780316399037997,0.052949374541739355,82.3511015788147
157,157,rho=1e+02,0.25054631613190564,0.5317106559725219,-0.28116433984061623,0.005076840491932497,0.12103640784998532,0.12114283443360781,0.017803252011934653,0.0529499029458528,82.35080181852338
158,158,rho=1e+02,0.2505473125385189,0.5317106559725219,-0.28116334343400295,0.0050768424062720315,0.12103611410720869,0.12114254102911727,0.017803241803240083,0.0529497146999899,82.35081985308233
159,159,rho=1e+02,0.25054717575868607,0.5317106559725219,-0.2811634802138358,0.00507684362286416,0.12103618124062099,0.12114260815453606,0.017803241479572116,0.05294974050598653,82.35082531396044
160,160,rho=1e+02,0.25054705243831177,0.5317106559725219,-0.2811636035342101,0.005076894342078146,0.12103638613915299,0.1211428149986072,0.017803720781498014,0.05294976378227046,82.35086787086944
161,161,rho=1e+02,0.2505467821172796,0.5317106559725219,-0.2811638738552423,0.005076920541351036,0.12103677522500111,0.12114320484059614,0.017803727566709227,0.052949814689672615,82.35089226559144
162,162,rho=1e+02,0.25054641398331134,0.5317106559725219,-0.28116424198921053,0.005076870809268063,0.12103695625874698,0.12114338363111636,0.017803020321000618,0.05294988418163851,82.35067799265346
163,163,rho=1e+02,0.25054578716485704,0.5317106559725219,-0.28116486880766484,0.005077002170384677,0.12103732608671273,0.12114375863930969,0.017804208697193416,0.052950002498920706,82.35080703980275
164,164,rho=1e+02,0.25054493126952654,0.5317106559725219,-0.28116572470299533,0.005077021193552449,0.12103803719114348,0.12114446991623024,0.017804016942931128,0.05295016407880059,82.35057442266155
165,165,rho=1e+02,0.25054256454754564,0.5317106559725219,-0.28116809142497623,0.005077027259486623,0.12103896862257828,0.12114540078356693,0.0178036253829027,0.052950610980803996,82.35014566577802
166,166,rho=1e+02,0.2505406928017374,0.5317106559725219,-0.28116996317078446,0.005077021824081516,0.12103947471795393,0.12114590620652606,0.017804026426558484,0.05295096440058533,82.34979215013885
167,167,rho=1e+02,0.25054028662624706,0.5317106559725219,-0.2811703693462748,0.005077024022048577,0.12103953305895264,0.12114596458838299,0.017804033470932346,0.05295104108353612,82.34998152551753
168,168,rho=1e+02,0.2505407547449707,0.5317106559725219,-0.2811699012275512,0.0050770099947545725,0.12103931954899265,0.12114575067813972,0.017803786675971878,0.0529509526661659,82.34995503832496
169,169,rho=1e+02,0.2505407158585042,0.5317106559725219,-0.2811699401140177,0.005077011159995634,0.12103929393811566,0.12114572513859613,0.01780380717716834,0.05295096000963181,82.34990420538479
170,170,rho=1e+02,0.2505408901341752,0.5317106559725219,-0.2811697658383467,0.005077007423488743,0.12103924871043618,0.12114567979406028,0.017803713162292734,0.05295092709394035,82.349936183148
171,171,rho=1e+02,0.25054086747163185,0.5317106559725219,-0.28116978850089,0.0050770089692357715,0.12103917848299221,0.12114560969309349,0.017803723864320553,0.05295093137233149,82.34983885508328
172,172,rho=1e+02,0.2505403920754365,0.5317106559725219,-0.2811702638970854,0.005077028705189307,0.12103940308176976,0.1211458349216532,0.017804026153522168,0.05295102113528558,82.34980803265091
173,173,rho=1e+02,0.2505403925135309,0.5317106559725219,-0.281170263458991,0.005077028677424932,0.12103940158270039,0.12114583342273728,0.017804025762881592,0.05295102105254972,82.34980702043835
174,174,rho=1e+04,0.3209827550168044,0.5317106559725219,-0.21072790095571747,0.005077591870766666,0.12045147532935618,0.12055844992460951,0.017894228047804994,0.046233456808829274,94.08054345486026
175,175,rho=1e+04,0.49805317372456415,0.5317106559725219,-0.033657482247957726,0.0039619381229315746,0.10142039542900257,0.10149775151531773,0.010410635437672858,0.021399062822129982,97.23714297915937
176,176,rho=1e+04,0.5448622092996858,0.5317106559725219,0.01315155332716389,0.004236738903136645,0.09719992375665285,0.09729221518103326,0.0027690006570937897,0.00456998126657378,98.9124853014808
177,177,rho=1e+04,0.5464525222382708,0.5317106559725219,0.014741866265748915,0.0043262263130311295,0.09752928863466025,0.09762519334523458,0.0007107868809043058,0.001358635646545379,99.87717648136339
178,178,rho=1e+04,0.5463316894657538,0.5317106559725219,0.01462103349323196,0.004339500634817811,0.09754375154629473,0.09764023111138594,0.0003574264592635795,0.0009412235669612437,99.79569670237655
179,179,rho=1e+04,0.5470393339035978,0.5317106559725219,0.015328677931075951,0.0043397508116228235,0.09743863118525908,0.09753522586411499,0.0001974649084286964,0.00056581758491742,99.83019775778759
180,180,rho=1e+04,0.5470328067272778,0.5317106559725219,0.015322150754755959,0.004345340655858193,0.09742869075536678,0.0975255441805907,0.0001895813685599686,0.0005516142628634515,99.83637554586991
181,181,rho=1e+04,0.5468262671257123,0.5317106559725219,0.015115611153190378,0.0043466377937415885,0.09741820401903646,0.09751512566983953,0.00019339034724114024,0.0005820779680657673,99.8213854394741
182,182,rho=1e+04,0.5463947514804364,0.5317106559725219,0.014684095507914496,0.004450650070946723,0.09645595024242075,0.09655857612466315,0.00025889992551170193,0.0006007070738762017,99.81423032553118
183,183,rho=1e+04,0.5458672895646978,0.5317106559725219,0.014156633592175893,0.004536142650175587,0.0957222244651331,0.09582964492627563,0.00023986865709735294,0.0006478576936064705,99.78289974839046
184,184,rho=1e+04,0.5462722068315733,0.5317106559725219,0.01456155085905142,0.004604275759512704,0.09507292853095872,0.09518435320325722,0.0001961840010616528,0.0005704901924475498,99.81255464405739
185,185,rho=1e+04,0.5462917655388174,0.5317106559725219,0.014581109566295547,0.004573587144508996,0.0953185154022199,0.09542817758844423,0.00019559317850399716,0.0005653230493606377,99.8151398384015
186,186,rho=1e+04,0.5410810235439046,0.5317106559725219,0.009370367571382765,0.003487407456863693,0.06930984685598951,0.06939752792406159,0.0003335332584256216,0.0008071738146539563,99.80809348977235
187,187,rho=1e+04,0.5341385830554761,0.5317106559725219,0.002427927082954251,0.001996039914076105,0.03476686594720274,0.034824117262744085,0.00046626512366852724,0.0010279195857972765,99.78545835984518
188,188,rho=1e+04,0.528322419164263,0.5317106559725219,-0.0033882368082588377,0.0008750885438953685,0.01185608045528225,0.011888331410327637,0.0005330144910491441,0.0009373805940947361,99.78105539818661
189,189,rho=1e+04,0.5285135193798332,0.5317106559725219,-0.0031971365926887207,0.000873611563860753,0.011839942536209678,0.011872128554949972,0.0005320111008579875,0.0008678175684614354,99.79473860665549
190,190,rho=1e+04,0.5288172121743051,0.5317106559725219,-0.002893443798216766,0.0008675160012052555,0.011822054810473038,0.011853841738195084,0.0005246746330915819,0.0008057056882597404,99.81544364642873
191,191,rho=1e+04,0.5298638597199067,0.5317106559725219,-0.0018467962526151904,0.0004936552033288069,0.0099611637930024,0.00997338857012979,0.0001819958211305428,0.0004166875549262867,99.8878824586973
192,192,rho=1e+04,0.5289050846527839,0.5317106559725219,-0.0028055713197380205,0.0005020238344578839,0.009761017608889203,0.009773919003726646,0.0001851260371723007,0.0005417455397598217,99.82413677986898
193,193,rho=1e+04,0.52892592319711,0.5317106559725219,-0.0027847327754119133,0.0005382528963595734,0.009481947498193144,0.00949721246150315,0.00017820402822196768,0.0005331460824781427,99.82576023003213
194,194,rho=1e+04,0.5289188367874871,0.5317106559725219,-0.002791819185034794,0.000548097629425746,0.009425774294052676,0.009441696460584102,0.00017611655592278397,0.0005336463631311982,99.82562199145606
195,195,rho=1e+04,0.5288984114957762,0.5317106559725219,-0.0028122444767456622,0.0005357620302449893,0.009497981926839165,0.009513080554458458,0.00017811968961092828,0.000536964713515288,99.82366326805044
196,196,rho=1e+04,0.5288199825711012,0.5317106559725219,-0.0028906734014206847,0.0005226644001600529,0.009545366014518749,0.009559664765373534,0.00018627468687729132,0.0005508243906452272,99.81966764988175
197,197,rho=1e+04,0.528785247345305,0.5317106559725219,-0.0029254086272169078,0.0005392020035362962,0.009435968026238884,0.009451361351298558,0.0001903325677319323,0.0005565270778823207,99.81710613932373
198,198,rho=1e+04,0.5288144263569671,0.5317106559725219,-0.0028962296155548017,0.0005308912351174094,0.009486972972308138,0.009501815704423528,0.00018522870993439855,0.0005510388070739225,99.8187935771753
199,199,rho=1e+04,0.5288194989014618,0.5317106559725219,-0.0028911570710600243,0.000539814445958822,0.009428277122799547,0.009443717972301542,0.00018519355057786124,0.0005498435140700086,99.81869859495033
200,200,rho=1e+04,0.5289180322819609,0.5317106559725219,-0.0027926236905609914,0.0005209565507695455,0.009508149816268113,0.00952241086366205,0.00017720812088445337,0.0005306847814073242,99.82482069897921
201,201,rho=1e+04,0.5289719738475119,0.5317106559725219,-0.002738682125009939,0.000529617025909506,0.009420274302983807,0.009435150350555643,0.00017541008052501805,0.0005194743050805513,99.82865515201438
202,202,rho=1e+04,0.5290112825138604,0.5317106559725219,-0.002699373458661447,0.000530563032462776,0.009391058096338048,0.009406033664633169,0.00017397658118475934,0.000511612073845246,99.8311256811895
203,203,rho=1e+04,0.529091589261133,0.5317106559725219,-0.0026190667113888955,0.0005120267569222016,0.009426638596291897,0.009440534234083595,0.00017057437912681994,0.0004946983184277217,99.83544190674996
204,204,rho=1e+04,0.5290888836241332,0.5317106559725219,-0.0026217723483886735,0.0004749523268015899,0.009594574705619115,0.009606323099627683,0.000171463455483023,0.0004936819304459238,99.83461466435678
205,205,rho=1e+04,0.5290815406024111,0.5317106559725219,-0.0026291153701107906,0.0004802697070335533,0.009552276777345381,0.009564342665468753,0.00017043950170991806,0.0004946997977672644,99.83444244217725
206,206,rho=1e+04,0.5289429745480188,0.5317106559725219,-0.002767681424503121,0.0004915835704545369,0.009511519198003726,0.009524213976005278,0.00017888836454979518,0.0005212518048821148,99.82696360213531
207,207,rho=1e+04,0.5289344055744676,0.5317106559725219,-0.002776250398054292,0.0004886905560936473,0.009535989032650644,0.009548502777422673,0.00017771124818571904,0.0005226171582579306,99.82619625494961
208,208,rho=1e+04,0.5289254608353997,0.5317106559725219,-0.002785195137122165,0.0004907222429501726,0.009521477343537515,0.009534114490775967,0.00017664899783781385,0.0005242453449339582,99.82538706983605
209,209,rho=1e+04,0.5289189237336761,0.5317106559725219,-0.0027917322388457677,0.000489390568950499,0.009531355427625345,0.009543911117393163,0.00017747773895812613,0.0005254348163050383,99.82537782646106
210,210,rho=1e+04,0.5289058440462924,0.5317106559725219,-0.0028048119262295,0.0004879659972707978,0.009542452134723654,0.009554920384701513,0.0001778428845513047,0.0005278791382550265,99.82446914321918
211,211,rho=1e+04,0.5288971755895037,0.5317106559725219,-0.0028134803830182076,0.0004873633242122205,0.00954732342790529,0.009559754580888381,0.00017814425912265897,0.0005295134499424376,99.82391188596714
212,212,rho=1e+04,0.5288867081872045,0.5317106559725219,-0.00282394778531736,0.0004867993413883198,0.009551392020323643,0.009563789161450509,0.00017863620754396403,0.0005314802716424678,99.8233228446533
213,213,rho=1e+04,0.5288785891195503,0.5317106559725219,-0.0028320668529715487,0.00048642777214197037,0.009554004720704055,0.009566379575406066,0.0001791110721820477,0.0005330022696490567,99.82265082415591
214,214,rho=1e+04,0.5288782574250191,0.5317106559725219,-0.0028323985475027236,0.00048091104122500707,0.009554461011366536,0.009566556363043882,0.00017905715203975214,0.0005329345194897576,99.82224818754163
215,215,rho=1e+04,0.5288866545954738,0.5317106559725219,-0.00282400137704808,0.00047044372326726755,0.009556890858983572,0.009568462791236914,0.00017928259080846054,0.0005311081915749287,99.82317536806923
216,216,rho=1e+04,0.5288918335844125,0.5317106559725219,-0.0028188223881093766,0.0004571856875041935,0.009558503172498962,0.009569430581363315,0.00018058410301291516,0.000529877124335903,99.82261287260573
217,217,rho=1e+04,0.5288876433867128,0.5317106559725219,-0.0028230125858090815,0.000460425656285557,0.00955954979863927,0.009570631334328476,0.0001794564610876903,0.000530589848312082,99.82272607616584
218,218,rho=1e+04,0.5288843921553485,0.5317106559725219,-0.0028262638171733245,0.000462058991114421,0.009560177385520431,0.009571336905254456,0.00017966122448914712,0.0005311917755211162,99.82256354415331
219,219,rho=1e+04,0.5288828721690711,0.5317106559725219,-0.002827783803450723,0.0004527080466865308,0.009563745158479957,0.0095744538242076,0.0001793323908931832,0.000531400074899124,99.82259815146661
220,220,rho=1e+04,0.528882226393778,0.5317106559725219,-0.002828429578743852,0.0004536376307063399,0.009563476219569161,0.009574229185801733,0.00017920353626527108,0.0005315207276370185,99.82264639550195
221,221,rho=1e+04,0.528881864745681,0.5317106559725219,-0.0028287912268408766,0.0004539839713786085,0.009563371728585915,0.009574141228610795,0.0001791460598504213,0.0005315886276886345,99.82268182272085
222,222,rho=1e+04,0.5288817343180823,0.5317106559725219,-0.002828921654439598,0.0004529813490078811,0.009563645067103494,0.009574366771336995,0.00017906054838556784,0.0005316115191671125,99.82268780740631
223,223,rho=1e+04,0.5288816672549305,0.5317106559725219,-0.0028289887175914075,0.0004526217923985047,0.009563630749269612,0.009574335464946342,0.00017904911189386974,0.0005316234436945642,99.8227685828268
224,224,rho=1e+04,0.5288808592315266,0.5317106559725219,-0.0028297967409952607,0.0004523259376791273,0.009563678152474407,0.009574368833401688,0.00017913764287422196,0.0005317750834086207,99.82278361480002
225,225,rho=1e+04,0.5288810253282051,0.5317106559725219,-0.0028296306443167385,0.0004524765432802078,0.00956361248469998,0.009574310355306441,0.00017912233819711298,0.0005317438168124199,99.82279280871761
226,226,rho=1e+04,0.5288809629489761,0.5317106559725219,-0.002829693023545743,0.0004524263275490569,0.009563634278833458,0.009574329752057733,0.00017920035176358096,0.0005317554902206645,99.82279034299121
227,227,rho=1e+04,0.5288795674175363,0.5317106559725219,-0.0028310885549855946,0.0004526107208823306,0.00956335473223737,0.009574059233118652,0.0001792657881054538,0.0005320176573442218,99.82271705752574
228,228,rho=1e+04,0.528878095001452,0.5317106559725219,-0.002832560971069875,0.0004526378385301746,0.009563217897009283,0.009573923832919705,0.00017934572034133955,0.0005322940908882941,99.82257847731331
229,229,rho=1e+04,0.5288779087628506,0.5317106559725219,-0.0028327472096713047,0.0004526193581371969,0.00956319845613418,0.009573903540080591,0.00017942762817740876,0.0005323290528131229,99.82254435004438
230,230,rho=1e+04,0.5288779817659004,0.5317106559725219,-0.002832674206621477,0.00045262769403225873,0.009563210436791312,0.009573915901435484,0.0001794009941276653,0.0005323153360409232,99.82255431114316
